FECHA,CIUDAD,NUM_CONTADOR
2020-04-30,ESPLUGUES,256741
2020-04-30,BADALONA,3990
2020-04-30,LA LLAGOSTA,208
2020-04-30,TORRELLES LLOBREGAT,41384
2020-04-30,BEGUES,73492
2020-04-30,GAVA,438681
2020-04-30,SANT CLIMENT LLOB.,41158
2020-04-30,LES BOTIGUES SITGES,6265
2020-04-30,MONTGAT,78306
2020-04-30,SANT JUST DESVERN,103255
2020-04-30,CASTELLDEFELS,581553
2020-04-30,SANT BOI,1669
2020-04-30,MONTCADA I REIXAC,256702
2020-04-30,SANT JOAN DESPI,360929
2020-04-30,SANT CUGAT,177
2020-04-30,BARCELONA,102683890
2020-05-01,PALLEJA,84474
2020-05-01,SANT CLIMENT LLOB.,41445
2020-05-01,BADALONA,4867
2020-05-01,VILADECANS,304284
2020-05-01,LA LLAGOSTA,208
2020-05-01,L'HOSPITALET LLOBR.,16228302
2020-05-01,EL PAPIOL,43571
2020-05-01,ESPLUGUES,257901
2020-05-01,SANT FELIU LL.,485017
2020-05-01,SANT ADRIA,315831
2020-05-01,CORNELLA,3219
2020-05-01,BADIA,133
2020-05-01,STA.COLOMA GRAMENET,1403
2020-05-01,CASTELLDEFELS,583382
2020-05-01,MONTCADA I REIXAC,258487
2020-05-01,TORRELLES LLOBREGAT,41538
2020-05-01,BARCELONA,106795900
2020-05-01,CERDANYOLA,1739
2020-05-01,STA.COLOMA CERVELLO,167
2020-05-01,GAVA,446101
2020-05-01,LES BOTIGUES SITGES,6265
2020-05-01,MONTGAT,78380
2020-05-01,SANT BOI,1794
2020-05-01,SANT JOAN DESPI,362488
2020-05-01,SANT JUST DESVERN,103366
2020-05-01,BEGUES,73659
2020-05-01,SANT CUGAT,177
2020-05-02,SANT ADRIA,315877
2020-05-02,L'HOSPITALET LLOBR.,16228452
2020-05-02,CORNELLA,3219
2020-05-02,BEGUES,73659
2020-05-02,BADALONA,4866
2020-05-02,MONTGAT,78424
2020-05-02,SANT CLIMENT LLOB.,37416
2020-05-02,BADIA,133
2020-05-02,LES BOTIGUES SITGES,6265
2020-05-02,BARCELONA,106839090
2020-05-02,SANT JUST DESVERN,103366
2020-05-02,SANT JOAN DESPI,362461
2020-05-02,PALLEJA,84474
2020-05-02,ESPLUGUES,257919
2020-05-02,LA LLAGOSTA,208
2020-05-02,SANT CUGAT,177
2020-05-02,CERDANYOLA,1739
2020-05-02,VILADECANS,304381
2020-05-02,EL PAPIOL,43571
2020-05-02,TORRELLES LLOBREGAT,41538
2020-05-02,SANT FELIU LL.,484922
2020-05-02,GAVA,446290
2020-05-02,MONTCADA I REIXAC,258487
2020-05-02,CASTELLDEFELS,583489
2020-05-02,STA.COLOMA CERVELLO,167
2020-05-02,SANT BOI,1794
2020-05-02,STA.COLOMA GRAMENET,1403
2020-05-03,SANT BOI,1856
2020-05-03,CASTELLDEFELS,583521
2020-05-03,VILADECANS,304571
2020-05-03,SANT CUGAT,177
2020-05-03,LA LLAGOSTA,208
2020-05-03,BARCELONA,106859130
2020-05-03,STA.COLOMA GRAMENET,1403
2020-05-03,STA.COLOMA CERVELLO,167
2020-05-03,MONTCADA I REIXAC,258487
2020-05-03,ESPLUGUES,257920
2020-05-03,BADALONA,4866
2020-05-03,SANT JOAN DESPI,362461
2020-05-03,GAVA,446049
2020-05-03,CERDANYOLA,1739
2020-05-03,EL PAPIOL,43571
2020-05-03,TORRELLES LLOBREGAT,41538
2020-05-03,SANT FELIU LL.,485011
2020-05-03,SANT ADRIA,315972
2020-05-03,CORNELLA,3219
2020-05-03,L'HOSPITALET LLOBR.,16227696
2020-05-03,BEGUES,73659
2020-05-03,MONTGAT,78665
2020-05-03,BADIA,133
2020-05-03,LES BOTIGUES SITGES,6265
2020-05-03,SANT JUST DESVERN,103366
2020-05-03,PALLEJA,84474
2020-05-03,SANT CLIMENT LLOB.,37283
2020-05-04,SANT CLIMENT LLOB.,36936
2020-05-04,GAVA,445963
2020-05-04,TORRELLES LLOBREGAT,41538
2020-05-04,BEGUES,73659
2020-05-04,MONTGAT,78651
2020-05-04,SANT JUST DESVERN,103366
2020-05-04,BADIA,133
2020-05-04,LES BOTIGUES SITGES,6265
2020-05-04,SANT CUGAT,177
2020-05-04,MONTCADA I REIXAC,258487
2020-05-04,PALLEJA,84473
2020-05-04,BARCELONA,106853720
2020-05-04,VILADECANS,305027
2020-05-04,BADALONA,4866
2020-05-04,L'HOSPITALET LLOBR.,16228194
2020-05-04,SANT BOI,1856
2020-05-04,ESPLUGUES,257982
2020-05-04,LA LLAGOSTA,208
2020-05-04,STA.COLOMA CERVELLO,167
2020-05-04,CASTELLDEFELS,583811
2020-05-04,CERDANYOLA,1739
2020-05-04,SANT JOAN DESPI,362461
2020-05-04,STA.COLOMA GRAMENET,1403
2020-05-04,EL PAPIOL,43570
2020-05-04,SANT FELIU LL.,485141
2020-05-04,CORNELLA,3201
2020-05-04,SANT ADRIA,316013
2020-05-05,SANT CUGAT,177
2020-05-05,MONTGAT,78761
2020-05-05,BEGUES,73659
2020-05-05,BARCELONA,106858450
2020-05-05,L'HOSPITALET LLOBR.,16228710
2020-05-05,SANT JUST DESVERN,103366
2020-05-05,SANT JOAN DESPI,362461
2020-05-05,SANT CLIMENT LLOB.,37006
2020-05-05,TORRELLES LLOBREGAT,41538
2020-05-05,LES BOTIGUES SITGES,6265
2020-05-05,GAVA,445960
2020-05-05,CORNELLA,3201
2020-05-05,ESPLUGUES,258026
2020-05-05,CERDANYOLA,1739
2020-05-05,SANT FELIU LL.,485200
2020-05-05,LA LLAGOSTA,208
2020-05-05,BADALONA,4866
2020-05-05,EL PAPIOL,43570
2020-05-05,PALLEJA,84472
2020-05-05,SANT BOI,1856
2020-05-05,STA.COLOMA CERVELLO,167
2020-05-05,SANT ADRIA,315900
2020-05-05,VILADECANS,304856
2020-05-05,MONTCADA I REIXAC,258516
2020-05-05,BADIA,133
2020-05-05,CASTELLDEFELS,583841
2020-05-05,STA.COLOMA GRAMENET,1403
2020-05-06,TORRELLES LLOBREGAT,41538
2020-05-06,MONTGAT,78789
2020-05-06,LES BOTIGUES SITGES,6265
2020-05-06,SANT JUST DESVERN,103414
2020-05-06,CASTELLDEFELS,583867
2020-05-06,SANT CLIMENT LLOB.,37117
2020-05-06,GAVA,445786
2020-05-06,BEGUES,73659
2020-05-06,SANT BOI,1856
2020-05-06,L'HOSPITALET LLOBR.,16230720
2020-05-06,BARCELONA,106932690
2020-05-06,STA.COLOMA GRAMENET,1403
2020-05-06,SANT CUGAT,177
2020-05-06,SANT JOAN DESPI,362461
2020-05-06,MONTCADA I REIXAC,258531
2020-05-06,STA.COLOMA CERVELLO,167
2020-05-06,PALLEJA,84472
2020-05-06,CERDANYOLA,1739
2020-05-06,BADIA,133
2020-05-06,EL PAPIOL,43570
2020-05-06,SANT FELIU LL.,485103
2020-05-06,CORNELLA,3201
2020-05-06,VILADECANS,304915
2020-05-06,SANT ADRIA,315900
2020-05-06,ESPLUGUES,257997
2020-05-06,LA LLAGOSTA,208
2020-05-06,BADALONA,4835
2020-05-07,STA.COLOMA CERVELLO,167
2020-05-07,SANT JOAN DESPI,362591
2020-05-07,GAVA,445819
2020-05-07,BARCELONA,106898210
2020-05-07,MONTCADA I REIXAC,258485
2020-05-07,CERDANYOLA,1739
2020-05-07,TORRELLES LLOBREGAT,41568
2020-05-07,SANT BOI,1856
2020-05-07,CASTELLDEFELS,583669
2020-05-07,BEGUES,73659
2020-05-07,MONTGAT,78958
2020-05-07,SANT CUGAT,177
2020-05-07,SANT JUST DESVERN,103414
2020-05-07,LES BOTIGUES SITGES,6265
2020-05-07,LA LLAGOSTA,208
2020-05-07,EL PAPIOL,43596
2020-05-07,SANT ADRIA,315750
2020-05-07,SANT FELIU LL.,485139
2020-05-07,L'HOSPITALET LLOBR.,16232358
2020-05-07,ESPLUGUES,257914
2020-05-07,CORNELLA,3201
2020-05-07,VILADECANS,304852
2020-05-07,BADALONA,4834
2020-05-07,SANT CLIMENT LLOB.,37160
2020-05-07,BADIA,133
2020-05-07,STA.COLOMA GRAMENET,1423
2020-05-07,PALLEJA,84473
2020-05-08,SANT CUGAT,177
2020-05-08,SANT JOAN DESPI,362686
2020-05-08,SANT JUST DESVERN,103414
2020-05-08,BARCELONA,106859330
2020-05-08,MONTGAT,78623
2020-05-08,LES BOTIGUES SITGES,6265
2020-05-08,BEGUES,73659
2020-05-08,EL PAPIOL,43596
2020-05-08,SANT FELIU LL.,485117
2020-05-08,GAVA,445903
2020-05-08,CERDANYOLA,1739
2020-05-08,MONTCADA I REIXAC,258506
2020-05-08,STA.COLOMA CERVELLO,167
2020-05-08,TORRELLES LLOBREGAT,41568
2020-05-08,SANT BOI,1856
2020-05-08,CASTELLDEFELS,584099
2020-05-08,STA.COLOMA GRAMENET,1403
2020-05-08,SANT ADRIA,315667
2020-05-08,L'HOSPITALET LLOBR.,16232574
2020-05-08,CORNELLA,3219
2020-05-08,ESPLUGUES,257884
2020-05-08,BADALONA,4834
2020-05-08,LA LLAGOSTA,208
2020-05-08,VILADECANS,304739
2020-05-08,BADIA,133
2020-05-08,SANT CLIMENT LLOB.,37518
2020-05-08,PALLEJA,84472
2020-05-09,CORNELLA,3219
2020-05-09,L'HOSPITALET LLOBR.,16233348
2020-05-09,SANT ADRIA,315689
2020-05-09,SANT JUST DESVERN,103414
2020-05-09,BADIA,133
2020-05-09,SANT CLIMENT LLOB.,37617
2020-05-09,BADALONA,4834
2020-05-09,PALLEJA,84472
2020-05-09,MONTGAT,78064
2020-05-09,BEGUES,73659
2020-05-09,LES BOTIGUES SITGES,6265
2020-05-09,SANT CUGAT,177
2020-05-09,SANT JOAN DESPI,362707
2020-05-09,LA LLAGOSTA,208
2020-05-09,ESPLUGUES,257844
2020-05-09,VILADECANS,304113
2020-05-09,CASTELLDEFELS,584312
2020-05-09,BARCELONA,106822140
2020-05-09,MONTCADA I REIXAC,258546
2020-05-09,SANT FELIU LL.,485122
2020-05-09,TORRELLES LLOBREGAT,41568
2020-05-09,CERDANYOLA,1739
2020-05-09,EL PAPIOL,43596
2020-05-09,GAVA,445824
2020-05-09,STA.COLOMA GRAMENET,1403
2020-05-09,STA.COLOMA CERVELLO,167
2020-05-09,SANT BOI,1856
2020-05-10,CASTELLDEFELS,584241
2020-05-10,ESPLUGUES,257878
2020-05-10,VILADECANS,303791
2020-05-10,SANT BOI,1856
2020-05-10,LA LLAGOSTA,208
2020-05-10,BADALONA,4834
2020-05-10,MONTCADA I REIXAC,258546
2020-05-10,CERDANYOLA,1739
2020-05-10,SANT JOAN DESPI,362707
2020-05-10,BARCELONA,106839010
2020-05-10,SANT FELIU LL.,485225
2020-05-10,SANT ADRIA,315689
2020-05-10,STA.COLOMA GRAMENET,1403
2020-05-10,STA.COLOMA CERVELLO,167
2020-05-10,EL PAPIOL,43596
2020-05-10,CORNELLA,3219
2020-05-10,TORRELLES LLOBREGAT,41543
2020-05-10,GAVA,445959
2020-05-10,PALLEJA,84472
2020-05-10,BADIA,133
2020-05-10,SANT CLIMENT LLOB.,37538
2020-05-10,SANT JUST DESVERN,103414
2020-05-10,SANT CUGAT,177
2020-05-10,LES BOTIGUES SITGES,6265
2020-05-10,L'HOSPITALET LLOBR.,16233900
2020-05-10,MONTGAT,78009
2020-05-10,BEGUES,73659
2020-05-11,TORRELLES LLOBREGAT,41543
2020-05-11,SANT CUGAT,177
2020-05-11,SANT JUST DESVERN,103414
2020-05-11,SANT JOAN DESPI,362707
2020-05-11,BARCELONA,106828240
2020-05-11,SANT CLIMENT LLOB.,37194
2020-05-11,GAVA,445974
2020-05-11,MONTGAT,77983
2020-05-11,LES BOTIGUES SITGES,6265
2020-05-11,BEGUES,73689
2020-05-11,L'HOSPITALET LLOBR.,16234446
2020-05-11,CERDANYOLA,1739
2020-05-11,BADIA,133
2020-05-11,ESPLUGUES,258041
2020-05-11,LA LLAGOSTA,208
2020-05-11,VILADECANS,303440
2020-05-11,BADALONA,4835
2020-05-11,MONTCADA I REIXAC,258573
2020-05-11,EL PAPIOL,43596
2020-05-11,SANT FELIU LL.,485182
2020-05-11,STA.COLOMA CERVELLO,167
2020-05-11,SANT BOI,1856
2020-05-11,STA.COLOMA GRAMENET,1403
2020-05-11,PALLEJA,84471
2020-05-11,CASTELLDEFELS,584124
2020-05-11,SANT ADRIA,315678
2020-05-11,CORNELLA,3219
2020-05-12,MONTCADA I REIXAC,258628
2020-05-12,PALLEJA,84471
2020-05-12,STA.COLOMA GRAMENET,1403
2020-05-12,STA.COLOMA CERVELLO,167
2020-05-12,BADALONA,4835
2020-05-12,SANT FELIU LL.,485153
2020-05-12,CERDANYOLA,1739
2020-05-12,EL PAPIOL,43596
2020-05-12,BADIA,133
2020-05-12,SANT BOI,1856
2020-05-12,VILADECANS,303657
2020-05-12,ESPLUGUES,257968
2020-05-12,CORNELLA,3209
2020-05-12,SANT ADRIA,315674
2020-05-12,LA LLAGOSTA,208
2020-05-12,SANT CLIMENT LLOB.,37163
2020-05-12,BEGUES,73659
2020-05-12,GAVA,446022
2020-05-12,LES BOTIGUES SITGES,6265
2020-05-12,SANT JUST DESVERN,103414
2020-05-12,MONTGAT,78130
2020-05-12,TORRELLES LLOBREGAT,41543
2020-05-12,SANT JOAN DESPI,362707
2020-05-12,CASTELLDEFELS,584286
2020-05-12,BARCELONA,106827210
2020-05-12,L'HOSPITALET LLOBR.,16234578
2020-05-12,SANT CUGAT,177
2020-05-13,BADALONA,4835
2020-05-13,ESPLUGUES,258038
2020-05-13,VILADECANS,303836
2020-05-13,CORNELLA,3209
2020-05-13,EL PAPIOL,43596
2020-05-13,L'HOSPITALET LLOBR.,16237458
2020-05-13,LA LLAGOSTA,208
2020-05-13,BADIA,133
2020-05-13,GAVA,445922
2020-05-13,BARCELONA,106900460
2020-05-13,MONTCADA I REIXAC,258687
2020-05-13,TORRELLES LLOBREGAT,41543
2020-05-13,STA.COLOMA CERVELLO,167
2020-05-13,PALLEJA,84471
2020-05-13,STA.COLOMA GRAMENET,1403
2020-05-13,SANT ADRIA,315702
2020-05-13,SANT FELIU LL.,485123
2020-05-13,SANT BOI,1856
2020-05-13,CASTELLDEFELS,584386
2020-05-13,SANT JOAN DESPI,362729
2020-05-13,CERDANYOLA,1739
2020-05-13,SANT JUST DESVERN,103414
2020-05-13,SANT CLIMENT LLOB.,37316
2020-05-13,SANT CUGAT,177
2020-05-13,LES BOTIGUES SITGES,6265
2020-05-13,BEGUES,73659
2020-05-13,MONTGAT,78337
2020-05-14,CERDANYOLA,1739
2020-05-14,CASTELLDEFELS,584401
2020-05-14,STA.COLOMA GRAMENET,1403
2020-05-14,TORRELLES LLOBREGAT,41568
2020-05-14,SANT BOI,1856
2020-05-14,GAVA,445963
2020-05-14,STA.COLOMA CERVELLO,167
2020-05-14,MONTCADA I REIXAC,258715
2020-05-14,MONTGAT,78285
2020-05-14,SANT FELIU LL.,485070
2020-05-14,EL PAPIOL,43596
2020-05-14,LES BOTIGUES SITGES,6265
2020-05-14,BEGUES,73659
2020-05-14,SANT JUST DESVERN,103436
2020-05-14,BARCELONA,106898780
2020-05-14,SANT CUGAT,177
2020-05-14,SANT JOAN DESPI,362724
2020-05-14,SANT CLIMENT LLOB.,37589
2020-05-14,PALLEJA,84491
2020-05-14,LA LLAGOSTA,208
2020-05-14,VILADECANS,304107
2020-05-14,BADALONA,4835
2020-05-14,ESPLUGUES,258005
2020-05-14,SANT ADRIA,315780
2020-05-14,BADIA,133
2020-05-14,CORNELLA,3209
2020-05-14,L'HOSPITALET LLOBR.,16236774
2020-05-15,BADIA,133
2020-05-15,PALLEJA,84490
2020-05-15,SANT CLIMENT LLOB.,37282
2020-05-15,BADALONA,4835
2020-05-15,MONTGAT,78466
2020-05-15,BEGUES,73659
2020-05-15,LES BOTIGUES SITGES,6265
2020-05-15,SANT ADRIA,315825
2020-05-15,CORNELLA,3209
2020-05-15,CASTELLDEFELS,584312
2020-05-15,L'HOSPITALET LLOBR.,16239282
2020-05-15,SANT BOI,1856
2020-05-15,EL PAPIOL,43598
2020-05-15,STA.COLOMA CERVELLO,167
2020-05-15,TORRELLES LLOBREGAT,41568
2020-05-15,MONTCADA I REIXAC,258661
2020-05-15,GAVA,445868
2020-05-15,CERDANYOLA,1739
2020-05-15,SANT FELIU LL.,485180
2020-05-15,STA.COLOMA GRAMENET,1423
2020-05-15,SANT CUGAT,177
2020-05-15,LA LLAGOSTA,208
2020-05-15,VILADECANS,304350
2020-05-15,ESPLUGUES,258031
2020-05-15,BARCELONA,106906910
2020-05-15,SANT JUST DESVERN,103436
2020-05-15,SANT JOAN DESPI,362725
2020-05-16,STA.COLOMA CERVELLO,167
2020-05-16,STA.COLOMA GRAMENET,1423
2020-05-16,SANT ADRIA,315748
2020-05-16,SANT FELIU LL.,485137
2020-05-16,EL PAPIOL,43598
2020-05-16,BARCELONA,106987290
2020-05-16,LA LLAGOSTA,208
2020-05-16,VILADECANS,304609
2020-05-16,ESPLUGUES,257931
2020-05-16,BADALONA,4835
2020-05-16,MONTCADA I REIXAC,258662
2020-05-16,CERDANYOLA,1739
2020-05-16,SANT JOAN DESPI,362725
2020-05-16,SANT BOI,1856
2020-05-16,CASTELLDEFELS,584450
2020-05-16,L'HOSPITALET LLOBR.,16240362
2020-05-16,BEGUES,73659
2020-05-16,SANT CLIMENT LLOB.,37109
2020-05-16,MONTGAT,78275
2020-05-16,PALLEJA,84491
2020-05-16,BADIA,133
2020-05-16,SANT JUST DESVERN,103436
2020-05-16,GAVA,445880
2020-05-16,LES BOTIGUES SITGES,6265
2020-05-16,SANT CUGAT,177
2020-05-16,TORRELLES LLOBREGAT,41568
2020-05-16,CORNELLA,3219
2020-05-17,MONTGAT,78306
2020-05-17,LES BOTIGUES SITGES,6265
2020-05-17,L'HOSPITALET LLOBR.,16238736
2020-05-17,BEGUES,73659
2020-05-17,SANT CLIMENT LLOB.,36812
2020-05-17,SANT JUST DESVERN,103436
2020-05-17,SANT CUGAT,177
2020-05-17,SANT JOAN DESPI,362725
2020-05-17,BADIA,133
2020-05-17,TORRELLES LLOBREGAT,41568
2020-05-17,GAVA,445918
2020-05-17,SANT ADRIA,315774
2020-05-17,EL PAPIOL,43598
2020-05-17,CORNELLA,3219
2020-05-17,SANT FELIU LL.,485197
2020-05-17,PALLEJA,84491
2020-05-17,CERDANYOLA,1739
2020-05-17,BARCELONA,106952650
2020-05-17,CASTELLDEFELS,584500
2020-05-17,SANT BOI,1856
2020-05-17,STA.COLOMA GRAMENET,1423
2020-05-17,STA.COLOMA CERVELLO,167
2020-05-17,ESPLUGUES,257903
2020-05-17,MONTCADA I REIXAC,258662
2020-05-17,BADALONA,4835
2020-05-17,LA LLAGOSTA,208
2020-05-17,VILADECANS,304553
2020-05-18,GAVA,445753
2020-05-18,SANT CLIMENT LLOB.,36665
2020-05-18,LES BOTIGUES SITGES,6265
2020-05-18,TORRELLES LLOBREGAT,41568
2020-05-18,BEGUES,73659
2020-05-18,MONTGAT,78278
2020-05-18,BARCELONA,106952680
2020-05-18,L'HOSPITALET LLOBR.,16239864
2020-05-18,SANT JUST DESVERN,103436
2020-05-18,SANT JOAN DESPI,362748
2020-05-18,MONTCADA I REIXAC,258688
2020-05-18,SANT CUGAT,177
2020-05-18,STA.COLOMA CERVELLO,167
2020-05-18,EL PAPIOL,43597
2020-05-18,CERDANYOLA,1739
2020-05-18,BADALONA,4835
2020-05-18,SANT FELIU LL.,485247
2020-05-18,SANT BOI,1856
2020-05-18,PALLEJA,84490
2020-05-18,BADIA,133
2020-05-18,SANT ADRIA,315739
2020-05-18,CASTELLDEFELS,584655
2020-05-18,STA.COLOMA GRAMENET,1423
2020-05-18,LA LLAGOSTA,208
2020-05-18,VILADECANS,304358
2020-05-18,CORNELLA,3182
2020-05-18,ESPLUGUES,257945
2020-05-19,BARCELONA,106933610
2020-05-19,MONTCADA I REIXAC,258734
2020-05-19,SANT JOAN DESPI,362792
2020-05-19,SANT CUGAT,177
2020-05-19,SANT BOI,1856
2020-05-19,L'HOSPITALET LLOBR.,16239822
2020-05-19,CASTELLDEFELS,584495
2020-05-19,MONTGAT,78269
2020-05-19,TORRELLES LLOBREGAT,41543
2020-05-19,GAVA,445626
2020-05-19,SANT CLIMENT LLOB.,36792
2020-05-19,SANT JUST DESVERN,103463
2020-05-19,LES BOTIGUES SITGES,6265
2020-05-19,BEGUES,73657
2020-05-19,VILADECANS,304487
2020-05-19,BADALONA,4835
2020-05-19,ESPLUGUES,257909
2020-05-19,LA LLAGOSTA,208
2020-05-19,EL PAPIOL,43596
2020-05-19,CORNELLA,3182
2020-05-19,SANT ADRIA,315731
2020-05-19,SANT FELIU LL.,485229
2020-05-19,STA.COLOMA GRAMENET,1423
2020-05-19,STA.COLOMA CERVELLO,167
2020-05-19,BADIA,133
2020-05-19,PALLEJA,84492
2020-05-19,CERDANYOLA,1739
2020-05-20,SANT CUGAT,177
2020-05-20,SANT JUST DESVERN,103494
2020-05-20,BEGUES,73657
2020-05-20,SANT BOI,1856
2020-05-20,MONTGAT,78398
2020-05-20,LES BOTIGUES SITGES,6265
2020-05-20,MONTCADA I REIXAC,258688
2020-05-20,TORRELLES LLOBREGAT,41543
2020-05-20,CERDANYOLA,1739
2020-05-20,CASTELLDEFELS,584803
2020-05-20,STA.COLOMA CERVELLO,167
2020-05-20,GAVA,445706
2020-05-20,STA.COLOMA GRAMENET,1403
2020-05-20,SANT JOAN DESPI,362792
2020-05-20,BARCELONA,106924010
2020-05-20,EL PAPIOL,43596
2020-05-20,L'HOSPITALET LLOBR.,16242120
2020-05-20,CORNELLA,3182
2020-05-20,BADIA,133
2020-05-20,SANT ADRIA,315693
2020-05-20,SANT FELIU LL.,485315
2020-05-20,VILADECANS,304481
2020-05-20,LA LLAGOSTA,208
2020-05-20,ESPLUGUES,257978
2020-05-20,PALLEJA,84492
2020-05-20,SANT CLIMENT LLOB.,36565
2020-05-20,BADALONA,4835
2020-05-21,BADALONA,4835
2020-05-21,LES BOTIGUES SITGES,6265
2020-05-21,MONTGAT,78539
2020-05-21,BEGUES,73657
2020-05-21,CORNELLA,3182
2020-05-21,SANT ADRIA,315775
2020-05-21,L'HOSPITALET LLOBR.,16242318
2020-05-21,BADIA,133
2020-05-21,SANT CLIMENT LLOB.,36605
2020-05-21,BARCELONA,106932710
2020-05-21,PALLEJA,84509
2020-05-21,ESPLUGUES,257968
2020-05-21,SANT JUST DESVERN,103579
2020-05-21,SANT JOAN DESPI,362791
2020-05-21,LA LLAGOSTA,208
2020-05-21,SANT CUGAT,177
2020-05-21,VILADECANS,304333
2020-05-21,SANT BOI,1856
2020-05-21,STA.COLOMA CERVELLO,167
2020-05-21,STA.COLOMA GRAMENET,1403
2020-05-21,CASTELLDEFELS,584812
2020-05-21,TORRELLES LLOBREGAT,41543
2020-05-21,MONTCADA I REIXAC,258654
2020-05-21,GAVA,445537
2020-05-21,EL PAPIOL,43596
2020-05-21,CERDANYOLA,1739
2020-05-21,SANT FELIU LL.,485248
2020-05-22,SANT JUST DESVERN,103579
2020-05-22,LES BOTIGUES SITGES,6265
2020-05-22,BEGUES,73657
2020-05-22,BADIA,133
2020-05-22,SANT CLIMENT LLOB.,36778
2020-05-22,PALLEJA,84512
2020-05-22,MONTGAT,78839
2020-05-22,L'HOSPITALET LLOBR.,16243290
2020-05-22,CORNELLA,3182
2020-05-22,SANT ADRIA,315929
2020-05-22,STA.COLOMA GRAMENET,1403
2020-05-22,STA.COLOMA CERVELLO,167
2020-05-22,GAVA,445496
2020-05-22,SANT FELIU LL.,485238
2020-05-22,EL PAPIOL,43595
2020-05-22,TORRELLES LLOBREGAT,41602
2020-05-22,CERDANYOLA,1739
2020-05-22,ESPLUGUES,257988
2020-05-22,VILADECANS,304292
2020-05-22,MONTCADA I REIXAC,258710
2020-05-22,BARCELONA,106950780
2020-05-22,CASTELLDEFELS,584780
2020-05-22,BADALONA,4835
2020-05-22,LA LLAGOSTA,208
2020-05-22,SANT CUGAT,177
2020-05-22,SANT JOAN DESPI,362761
2020-05-22,SANT BOI,1856
2020-05-23,SANT ADRIA,315825
2020-05-23,SANT FELIU LL.,485250
2020-05-23,CORNELLA,3182
2020-05-23,EL PAPIOL,43595
2020-05-23,STA.COLOMA GRAMENET,1423
2020-05-23,MONTCADA I REIXAC,258731
2020-05-23,PALLEJA,84509
2020-05-23,CERDANYOLA,1739
2020-05-23,SANT JOAN DESPI,362789
2020-05-23,BADALONA,4835
2020-05-23,LA LLAGOSTA,208
2020-05-23,ESPLUGUES,257990
2020-05-23,STA.COLOMA CERVELLO,167
2020-05-23,BARCELONA,106970690
2020-05-23,CASTELLDEFELS,584701
2020-05-23,SANT BOI,1856
2020-05-23,VILADECANS,304329
2020-05-23,LES BOTIGUES SITGES,6265
2020-05-23,SANT JUST DESVERN,103603
2020-05-23,MONTGAT,78213
2020-05-23,L'HOSPITALET LLOBR.,16244610
2020-05-23,BEGUES,73657
2020-05-23,BADIA,133
2020-05-23,SANT CUGAT,177
2020-05-23,TORRELLES LLOBREGAT,41602
2020-05-23,SANT CLIMENT LLOB.,37071
2020-05-23,GAVA,445620
2020-05-24,BADALONA,4835
2020-05-24,ESPLUGUES,258019
2020-05-24,VILADECANS,304047
2020-05-24,PALLEJA,84509
2020-05-24,SANT BOI,1856
2020-05-24,CERDANYOLA,1739
2020-05-24,SANT FELIU LL.,485218
2020-05-24,EL PAPIOL,43595
2020-05-24,LA LLAGOSTA,208
2020-05-24,MONTCADA I REIXAC,258811
2020-05-24,BADIA,133
2020-05-24,STA.COLOMA CERVELLO,167
2020-05-24,STA.COLOMA GRAMENET,1403
2020-05-24,CASTELLDEFELS,584687
2020-05-24,SANT ADRIA,315863
2020-05-24,CORNELLA,3182
2020-05-24,LES BOTIGUES SITGES,6265
2020-05-24,TORRELLES LLOBREGAT,41602
2020-05-24,SANT CLIMENT LLOB.,37146
2020-05-24,GAVA,445666
2020-05-24,SANT JOAN DESPI,362824
2020-05-24,BARCELONA,107015070
2020-05-24,SANT JUST DESVERN,103603
2020-05-24,L'HOSPITALET LLOBR.,16245078
2020-05-24,MONTGAT,78241
2020-05-24,BEGUES,73613
2020-05-24,SANT CUGAT,177
2020-05-25,TORRELLES LLOBREGAT,41631
2020-05-25,LES BOTIGUES SITGES,6265
2020-05-25,BEGUES,73613
2020-05-25,GAVA,445499
2020-05-25,MONTGAT,78349
2020-05-25,SANT CLIMENT LLOB.,37225
2020-05-25,SANT JUST DESVERN,103603
2020-05-25,CASTELLDEFELS,584850
2020-05-25,L'HOSPITALET LLOBR.,16245792
2020-05-25,SANT BOI,1856
2020-05-25,SANT CUGAT,177
2020-05-25,SANT JOAN DESPI,362853
2020-05-25,MONTCADA I REIXAC,258811
2020-05-25,BARCELONA,107004190
2020-05-25,CERDANYOLA,1739
2020-05-25,STA.COLOMA GRAMENET,1403
2020-05-25,PALLEJA,84510
2020-05-25,STA.COLOMA CERVELLO,167
2020-05-25,SANT FELIU LL.,485161
2020-05-25,EL PAPIOL,43596
2020-05-25,BADIA,133
2020-05-25,SANT ADRIA,315863
2020-05-25,CORNELLA,3219
2020-05-25,LA LLAGOSTA,208
2020-05-25,BADALONA,4835
2020-05-25,ESPLUGUES,258017
2020-05-25,VILADECANS,304053
2020-05-26,PALLEJA,84537
2020-05-26,BADIA,133
2020-05-26,STA.COLOMA GRAMENET,1403
2020-05-26,L'HOSPITALET LLOBR.,16249224
2020-05-26,SANT FELIU LL.,485199
2020-05-26,EL PAPIOL,43596
2020-05-26,VILADECANS,303915
2020-05-26,SANT ADRIA,315852
2020-05-26,LA LLAGOSTA,208
2020-05-26,ESPLUGUES,258019
2020-05-26,SANT CLIMENT LLOB.,37394
